sample_id,proposed_label,source_file,unit_name,start_line,end_line,score,metrics,final_label
fe_cand_323,feature_envy,scikit-learn\doc\tutorial\machine_learning_map\pyparsing.py,_from_exception,199,204,4,"self=0,external=4",
fe_cand_324,feature_envy,scikit-learn\sklearn\cluster\_dbscan.py,fit,368,445,4,"self=16,external=20",
fe_cand_325,feature_envy,scikit-learn\sklearn\discriminant_analysis.py,predict_proba,1012,1030,4,"self=1,external=5",
fe_cand_326,feature_envy,scikit-learn\sklearn\ensemble\_hist_gradient_boosting\binning.py,make_known_categories_bitsets,287,321,4,"self=3,external=7",
fe_cand_327,feature_envy,scikit-learn\sklearn\externals\_arff.py,decode_rows,529,553,4,"self=0,external=4",
fe_cand_328,feature_envy,scikit-learn\sklearn\externals\_arff.py,encode_data,555,589,4,"self=0,external=4",
fe_cand_329,feature_envy,scikit-learn\sklearn\externals\_arff.py,_decode_relation,690,711,4,"self=0,external=4",
fe_cand_330,feature_envy,scikit-learn\sklearn\externals\_arff.py,iter_encode,981,1040,4,"self=3,external=7",
fe_cand_331,feature_envy,scikit-learn\sklearn\feature_extraction\text.py,fit,1645,1691,4,"self=5,external=9",
fe_cand_332,feature_envy,scikit-learn\sklearn\feature_extraction\text.py,idf_,1746,1751,4,"self=1,external=5",
fe_cand_333,feature_envy,scikit-learn\sklearn\linear_model\_bayes.py,_log_marginal_likelihood,452,482,4,"self=4,external=8",
fe_cand_334,feature_envy,scikit-learn\sklearn\model_selection\_search.py,__init__,105,142,4,"self=1,external=5",
fe_cand_335,feature_envy,scikit-learn\sklearn\model_selection\_search_successive_halving.py,_select_best_index,192,212,4,"self=0,external=4",
fe_cand_336,feature_envy,scikit-learn\sklearn\model_selection\_split.py,_make_test_folds,707,767,4,"self=9,external=13",
fe_cand_337,feature_envy,scikit-learn\sklearn\multioutput.py,predict_proba,931,959,4,"self=7,external=11",
fe_cand_338,feature_envy,scikit-learn\sklearn\multioutput.py,decision_function,977,1007,4,"self=7,external=11",
fe_cand_339,feature_envy,scikit-learn\sklearn\preprocessing\_data.py,partial_fit,1223,1269,4,"self=6,external=10",
fe_cand_340,feature_envy,scikit-learn\sklearn\preprocessing\_data.py,fit,2379,2408,4,"self=4,external=8",
fe_cand_341,feature_envy,scikit-learn\sklearn\preprocessing\_encoders.py,inverse_transform,1594,1678,4,"self=8,external=12",
fe_cand_342,feature_envy,scrapy\scrapy\commands\fetch.py,add_options,30,45,4,"self=0,external=4",
fe_cand_343,feature_envy,scrapy\scrapy\commands\shell.py,add_options,38,52,4,"self=0,external=4",
fe_cand_344,feature_envy,scrapy\scrapy\commands\startproject.py,_copytree,56,85,4,"self=1,external=5",
fe_cand_345,feature_envy,scrapy\scrapy\core\downloader\handlers\ftp.py,download_request,82,95,4,"self=4,external=8",
fe_cand_346,feature_envy,scrapy\scrapy\crawler.py,_get_spider_loader,204,221,4,"self=0,external=4",
fe_cand_347,feature_envy,scrapy\scrapy\downloadermiddlewares\cookies.py,_process_cookies,36,49,4,"self=0,external=4",
fe_cand_348,feature_envy,scrapy\scrapy\downloadermiddlewares\downloadtimeout.py,from_crawler,15,18,4,"self=0,external=4",
fe_cand_349,feature_envy,scrapy\scrapy\downloadermiddlewares\useragent.py,from_crawler,13,16,4,"self=0,external=4",
fe_cand_350,feature_envy,scrapy\scrapy\extensions\closespider.py,spider_closed,81,88,4,"self=0,external=4",
fe_cand_351,feature_envy,scrapy\scrapy\extensions\httpcache.py,should_cache_response,75,101,4,"self=2,external=6",
fe_cand_352,feature_envy,scrapy\scrapy\extensions\telnet.py,protocol,79,96,4,"self=3,external=7",
fe_cand_353,feature_envy,scrapy\scrapy\extensions\throttle.py,_response_downloaded,45,70,4,"self=3,external=7",
fe_cand_354,feature_envy,scrapy\scrapy\spidermiddlewares\httperror.py,process_spider_exception,48,59,4,"self=0,external=4",
fe_cand_355,feature_envy,scrapy\scrapy\spidermiddlewares\offsite.py,from_crawler,29,32,4,"self=0,external=4",
fe_cand_356,feature_envy,scrapy\scrapy\spidermiddlewares\referer.py,request_scheduled,365,385,4,"self=1,external=5",
fe_cand_357,feature_envy,scrapy\scrapy\spiders\sitemap.py,from_crawler,29,37,4,"self=0,external=4",
fe_cand_358,feature_envy,click\examples\aliases\aliases.py,read_config,17,23,3,"self=1,external=4",
fe_cand_359,feature_envy,click\examples\aliases\aliases.py,write_config,25,31,3,"self=1,external=4",
fe_cand_360,feature_envy,click\src\click\_termui_impl.py,edit_file,503,523,3,"self=3,external=6",
fe_cand_361,feature_envy,click\src\click\core.py,list_commands,1993,1999,3,"self=1,external=4",
fe_cand_362,feature_envy,click\src\click\core.py,__init__,2979,2998,3,"self=2,external=5",
fe_cand_363,feature_envy,click\src\click\types.py,__call__,76,83,3,"self=1,external=4",
fe_cand_364,feature_envy,click\src\click\types.py,_try_to_convert_date,371,375,3,"self=0,external=3",
fe_cand_365,feature_envy,click\src\click\utils.py,__exit__,181,187,3,"self=1,external=4",
fe_cand_366,feature_envy,click\src\click\utils.py,__init__,195,196,3,"self=1,external=4",
fe_cand_367,feature_envy,django\django\contrib\admin\filters.py,field_admin_ordering,214,221,3,"self=0,external=3",
fe_cand_368,feature_envy,django\django\contrib\admin\utils.py,collect,175,191,3,"self=5,external=8",
fe_cand_369,feature_envy,django\django\contrib\admindocs\views.py,get_context_data,184,202,3,"self=2,external=5",
fe_cand_370,feature_envy,django\django\contrib\auth\models.py,create_superuser,163,172,3,"self=1,external=4",
fe_cand_371,feature_envy,django\django\contrib\contenttypes\management\commands\remove_stale_contenttypes.py,add_arguments,11,32,3,"self=0,external=3",
fe_cand_372,feature_envy,django\django\contrib\contenttypes\models.py,get_for_models,63,107,3,"self=8,external=11",
fe_cand_373,feature_envy,django\django\contrib\flatpages\middleware.py,process_response,8,20,3,"self=0,external=3",
fe_cand_374,feature_envy,django\django\contrib\gis\db\backends\mysql\operations.py,get_geometry_converter,115,129,3,"self=0,external=3",
fe_cand_375,feature_envy,django\django\contrib\gis\db\backends\oracle\adapter.py,_polygon_must_be_fixed,31,35,3,"self=0,external=3",
fe_cand_376,feature_envy,django\django\contrib\gis\db\backends\oracle\operations.py,check_relate_argument,42,49,3,"self=0,external=3",
fe_cand_377,feature_envy,django\django\contrib\gis\db\models\fields.py,get_raster_prep_value,172,189,3,"self=0,external=3",
fe_cand_378,feature_envy,django\django\contrib\gis\feeds.py,add_georss_element,32,87,3,"self=5,external=8",
fe_cand_379,feature_envy,django\django\contrib\postgres\aggregates\general.py,__init__,110,136,3,"self=4,external=7",
fe_cand_380,feature_envy,django\django\contrib\postgres\operations.py,database_backwards,43,52,3,"self=3,external=6",
fe_cand_381,feature_envy,django\django\contrib\postgres\operations.py,extension_exists,54,60,3,"self=0,external=3",
fe_cand_382,feature_envy,django\django\contrib\postgres\operations.py,database_forwards,303,312,3,"self=3,external=6",
fe_cand_383,feature_envy,django\django\contrib\sessions\management\commands\clearsessions.py,handle,13,21,3,"self=0,external=3",
fe_cand_384,feature_envy,django\django\contrib\sites\apps.py,ready,15,17,3,"self=0,external=3",
fe_cand_385,feature_envy,django\django\contrib\staticfiles\finders.py,find_location,131,143,3,"self=0,external=3",
fe_cand_386,feature_envy,django\django\contrib\staticfiles\management\commands\findstatic.py,handle_label,20,48,3,"self=1,external=4",
fe_cand_387,feature_envy,django\django\core\cache\backends\redis.py,set_many,138,148,3,"self=2,external=5",
fe_cand_388,feature_envy,django\django\core\files\storage\handler.py,create_storage,47,55,3,"self=0,external=3",
fe_cand_389,feature_envy,django\django\core\files\uploadedfile.py,__init__,75,80,3,"self=0,external=3",
fe_cand_390,feature_envy,django\django\core\mail\message.py,as_string,123,134,3,"self=0,external=3",
fe_cand_391,feature_envy,django\django\core\mail\message.py,as_bytes,136,147,3,"self=0,external=3",
fe_cand_392,feature_envy,django\django\core\management\commands\dbshell.py,add_arguments,15,25,3,"self=0,external=3",
fe_cand_393,feature_envy,django\django\core\management\commands\diffsettings.py,add_arguments,15,43,3,"self=0,external=3",
fe_cand_394,feature_envy,django\django\core\management\commands\diffsettings.py,output_hash,63,73,3,"self=0,external=3",
fe_cand_395,feature_envy,django\django\core\management\commands\inspectdb.py,get_meta,366,413,3,"self=0,external=3",
fe_cand_396,feature_envy,django\django\core\management\commands\optimizemigration.py,add_arguments,18,30,3,"self=0,external=3",
fe_cand_397,feature_envy,django\django\core\management\commands\sendtestemail.py,add_arguments,15,30,3,"self=0,external=3",
fe_cand_398,feature_envy,django\django\core\servers\basehttp.py,log_message,183,212,3,"self=2,external=5",
fe_cand_399,feature_envy,django\django\core\signing.py,unsign,287,302,3,"self=1,external=4",
fe_cand_400,feature_envy,django\django\db\backends\oracle\base.py,_get_decimal_converter,445,450,3,"self=0,external=3",
fe_cand_401,feature_envy,django\django\db\backends\oracle\base.py,_guess_input_sizes,493,511,3,"self=2,external=5",
fe_cand_402,feature_envy,django\django\db\backends\oracle\base.py,_param_generator,513,518,3,"self=0,external=3",
fe_cand_403,feature_envy,django\django\db\backends\oracle\base.py,_fix_for_params,520,551,3,"self=1,external=4",
fe_cand_404,feature_envy,django\django\db\backends\oracle\validation.py,check_field_type,6,22,3,"self=1,external=4",
fe_cand_405,feature_envy,django\django\db\backends\postgresql\introspection.py,get_field_type,41,54,3,"self=0,external=3",
fe_cand_406,feature_envy,django\django\db\backends\sqlite3\features.py,django_test_skips,64,130,3,"self=1,external=4",
fe_cand_407,feature_envy,django\django\db\migrations\operations\models.py,database_forwards,606,614,3,"self=3,external=6",
fe_cand_408,feature_envy,django\django\db\migrations\state.py,clone,679,692,3,"self=3,external=6",
fe_cand_409,feature_envy,django\django\db\models\expressions.py,resolve_expression,944,953,3,"self=1,external=4",
fe_cand_410,feature_envy,django\django\db\models\expressions.py,as_sql,1478,1508,3,"self=9,external=12",
fe_cand_411,feature_envy,django\django\db\models\fields\__init__.py,get_db_converters,1824,1828,3,"self=0,external=3",
fe_cand_412,feature_envy,django\django\db\models\fields\__init__.py,to_python,2503,2529,3,"self=2,external=5",
fe_cand_413,feature_envy,django\django\db\models\fields\json.py,__init__,442,453,3,"self=0,external=3",
fe_cand_414,feature_envy,django\django\db\models\fields\related_descriptors.py,__set__,368,385,3,"self=2,external=5",
fe_cand_415,feature_envy,django\django\db\models\lookups.py,resolve_expression_parameter,288,294,3,"self=0,external=3",
fe_cand_416,feature_envy,django\django\db\models\query_utils.py,get_class_lookups,217,221,3,"self=0,external=3",
fe_cand_417,feature_envy,django\django\forms\widgets.py,merge,145,176,3,"self=0,external=3",
fe_cand_418,feature_envy,django\django\forms\widgets.py,get_context,385,402,3,"self=1,external=4",
fe_cand_419,feature_envy,django\django\forms\widgets.py,value_from_datadict,598,608,3,"self=0,external=3",
fe_cand_420,feature_envy,django\django\middleware\http.py,process_response,13,35,3,"self=1,external=4",
fe_cand_421,feature_envy,django\django\middleware\http.py,needs_etag,37,40,3,"self=0,external=3",
fe_cand_422,feature_envy,django\django\template\backends\django.py,__init__,17,26,3,"self=4,external=7",
fe_cand_423,feature_envy,django\django\template\defaulttags.py,render,70,89,3,"self=0,external=3",
fe_cand_424,feature_envy,django\django\templatetags\static.py,handle_simple,125,131,3,"self=0,external=3",
fe_cand_425,feature_envy,django\django\templatetags\static.py,handle_token,134,152,3,"self=0,external=3",
fe_cand_426,feature_envy,django\django\utils\autoreload.py,wait_for_apps_ready,311,327,3,"self=0,external=3",
fe_cand_427,feature_envy,django\django\utils\dateformat.py,format,39,51,3,"self=1,external=4",
fe_cand_428,feature_envy,django\django\utils\feedgenerator.py,add_item_elements,274,278,3,"self=0,external=3",
fe_cand_429,feature_envy,django\django\utils\translation\__init__.py,__getattr__,62,81,3,"self=0,external=3",
fe_cand_430,feature_envy,django\django\views\generic\dates.py,_make_date_lookup_arg,269,280,3,"self=1,external=4",
fe_cand_431,feature_envy,flask\src\flask\cli.py,convert,855,861,3,"self=1,external=4",
fe_cand_432,feature_envy,flask\src\flask\ctx.py,__repr__,110,114,3,"self=0,external=3",
fe_cand_433,feature_envy,flask\src\flask\debughelpers.py,__getitem__,91,100,3,"self=0,external=3",
fe_cand_434,feature_envy,flask\src\flask\json\provider.py,dump,49,57,3,"self=1,external=4",
fe_cand_435,feature_envy,flask\src\flask\json\provider.py,_prepare_response_obj,75,87,3,"self=0,external=3",
fe_cand_436,feature_envy,flask\src\flask\json\tag.py,to_json,184,185,3,"self=0,external=3",
fe_cand_437,feature_envy,flask\src\flask\json\tag.py,to_json,198,199,3,"self=0,external=3",
fe_cand_438,feature_envy,flask\src\flask\json\tag.py,tag,289,295,3,"self=1,external=4",
fe_cand_439,feature_envy,flask\src\flask\sessions.py,_fail,101,106,3,"self=0,external=3",
fe_cand_440,feature_envy,flask\src\flask\templating.py,_get_source_explained,67,89,3,"self=2,external=5",
fe_cand_441,feature_envy,flask\src\flask\templating.py,list_templates,111,123,3,"self=2,external=5",
fe_cand_442,feature_envy,flask\src\flask\testing.py,_request_from_builder_args,193,202,3,"self=2,external=5",
fe_cand_443,feature_envy,requests\requests\models.py,_encode_params,107,134,3,"self=0,external=3",
fe_cand_444,feature_envy,requests\requests\sessions.py,get_redirect_target,107,125,3,"self=0,external=3",
fe_cand_445,feature_envy,scikit-learn\doc\tutorial\machine_learning_map\pyparsing.py,parseImpl,3370,3393,3,"self=3,external=6",
fe_cand_446,feature_envy,scikit-learn\doc\tutorial\machine_learning_map\pyparsing.py,parseImpl,3520,3542,3,"self=2,external=5",
fe_cand_447,feature_envy,scikit-learn\sklearn\_loss\loss.py,fit_intercept_only,1009,1020,3,"self=3,external=6",
fe_cand_448,feature_envy,scikit-learn\sklearn\_loss\loss.py,gradient_proba,1037,1090,3,"self=1,external=4",
fe_cand_449,feature_envy,scikit-learn\sklearn\cluster\_bicluster.py,_fit_best_piecewise,600,616,3,"self=1,external=4",
fe_cand_450,feature_envy,scikit-learn\sklearn\ensemble\_forest.py,_compute_partial_dependence_recursion,1133,1164,3,"self=2,external=5",
fe_cand_451,feature_envy,scikit-learn\sklearn\gaussian_process\_gpc.py,predict_proba,293,333,3,"self=7,external=10",
fe_cand_452,feature_envy,scikit-learn\sklearn\impute\_base.py,_concatenate_indicator,114,133,3,"self=1,external=4",
fe_cand_453,feature_envy,scikit-learn\sklearn\linear_model\_least_angle.py,_estimate_noise_variance,2272,2306,3,"self=3,external=6",
fe_cand_454,feature_envy,scikit-learn\sklearn\model_selection\_split.py,_iter_test_indices,561,597,3,"self=4,external=7",
fe_cand_455,feature_envy,scikit-learn\sklearn\multioutput.py,score,580,609,3,"self=2,external=5",
fe_cand_456,feature_envy,scikit-learn\sklearn\naive_bayes.py,_joint_log_likelihood,506,515,3,"self=5,external=8",
fe_cand_457,feature_envy,scikit-learn\sklearn\neural_network\_multilayer_perceptron.py,_validate_input,1613,1625,3,"self=1,external=4",
fe_cand_458,feature_envy,scikit-learn\sklearn\tree\_classes.py,_compute_partial_dependence_recursion,1385,1410,3,"self=1,external=4",
fe_cand_459,feature_envy,scikit-learn\sklearn\utils\_set_output.py,create_container,155,166,3,"self=1,external=4",
fe_cand_460,feature_envy,scikit-learn\sklearn\utils\deprecation.py,_decorate_class,58,76,3,"self=2,external=5",
fe_cand_461,feature_envy,scrapy\scrapy\commands\check.py,add_options,51,67,3,"self=0,external=3",
fe_cand_462,feature_envy,scrapy\scrapy\contracts\__init__.py,add_pre_hook,24,50,3,"self=6,external=9",
fe_cand_463,feature_envy,scrapy\scrapy\contracts\__init__.py,add_post_hook,52,77,3,"self=6,external=9",
fe_cand_464,feature_envy,scrapy\scrapy\core\downloader\handlers\file.py,download_request,13,17,3,"self=0,external=3",
fe_cand_465,feature_envy,scrapy\scrapy\core\downloader\handlers\http11.py,close,74,94,3,"self=2,external=5",
fe_cand_466,feature_envy,scrapy\scrapy\core\downloader\handlers\http2.py,_cb_timeout,122,130,3,"self=0,external=3",
fe_cand_467,feature_envy,scrapy\scrapy\core\http2\agent.py,get_key,125,130,3,"self=0,external=3",
fe_cand_468,feature_envy,scrapy\scrapy\core\scheduler.py,__subclasscheck__,35,43,3,"self=0,external=3",
fe_cand_469,feature_envy,scrapy\scrapy\downloadermiddlewares\robotstxt.py,_logerror,95,103,3,"self=0,external=3",
fe_cand_470,feature_envy,scrapy\scrapy\extensions\httpcache.py,_compute_current_age,201,218,3,"self=0,external=3",
fe_cand_471,feature_envy,scrapy\scrapy\http\request\rpc.py,__init__,21,37,3,"self=1,external=4",
fe_cand_472,feature_envy,scrapy\scrapy\mail.py,from_settings,58,67,3,"self=0,external=3",
fe_cand_473,feature_envy,scrapy\scrapy\pipelines\files.py,stat_file,229,240,3,"self=2,external=5",
fe_cand_474,feature_envy,scrapy\scrapy\resolver.py,from_crawler,31,36,3,"self=0,external=3",
fe_cand_475,feature_envy,scrapy\scrapy\utils\deprecate.py,__call__,104,112,3,"self=0,external=3",
fe_cand_476,feature_envy,scrapy\scrapy\utils\log.py,filter,64,67,3,"self=1,external=4",
fe_cand_477,feature_envy,click\examples\validation\validation.py,convert,15,24,2,"self=1,external=3",
fe_cand_478,feature_envy,click\src\click\_compat.py,__exit__,478,479,2,"self=1,external=3",
fe_cand_479,feature_envy,click\src\click\exceptions.py,show,40,44,2,"self=1,external=3",
fe_cand_480,feature_envy,click\src\click\types.py,to_info_dict,55,74,2,"self=1,external=3",
fe_cand_481,feature_envy,click\src\click\types.py,shell_complete,309,330,2,"self=2,external=4",
fe_cand_482,feature_envy,click\src\click\types.py,__init__,356,361,2,"self=1,external=3",
fe_cand_483,feature_envy,click\src\click\types.py,to_info_dict,966,969,2,"self=1,external=3",
fe_cand_484,feature_envy,django\django\contrib\admin\helpers.py,get_admin_url,249,262,2,"self=1,external=3",
fe_cand_485,feature_envy,django\django\contrib\admin\helpers.py,__init__,547,555,2,"self=3,external=5",
fe_cand_486,feature_envy,django\django\contrib\admin\widgets.py,__deepcopy__,283,288,2,"self=2,external=4",
fe_cand_487,feature_envy,django\django\contrib\auth\models.py,with_perm,174,199,2,"self=1,external=3",
fe_cand_488,feature_envy,django\django\contrib\gis\admin\options.py,formfield_for_dbfield,90,101,2,"self=1,external=3",
fe_cand_489,feature_envy,django\django\contrib\gis\db\backends\postgis\schema.py,_create_index_sql,25,51,2,"self=4,external=6",
fe_cand_490,feature_envy,django\django\contrib\gis\db\models\functions.py,as_mysql,377,382,2,"self=1,external=3",
fe_cand_491,feature_envy,django\django\contrib\gis\feeds.py,add_georss_point,19,30,2,"self=1,external=3",
fe_cand_492,feature_envy,django\django\contrib\gis\gdal\field.py,value,176,182,2,"self=1,external=3",
fe_cand_493,feature_envy,django\django\contrib\gis\gdal\field.py,value,202,208,2,"self=1,external=3",
fe_cand_494,feature_envy,django\django\contrib\gis\gdal\geometries.py,add,685,697,2,"self=4,external=6",
fe_cand_495,feature_envy,django\django\contrib\postgres\fields\array.py,__init__,239,254,2,"self=1,external=3",
fe_cand_496,feature_envy,django\django\contrib\postgres\operations.py,database_forwards,216,221,2,"self=1,external=3",
fe_cand_497,feature_envy,django\django\contrib\postgres\operations.py,database_forwards,239,244,2,"self=1,external=3",
fe_cand_498,feature_envy,django\django\contrib\sessions\middleware.py,process_request,18,20,2,"self=1,external=3",
fe_cand_499,feature_envy,django\django\contrib\staticfiles\finders.py,__init__,166,183,2,"self=7,external=9",
fe_cand_500,feature_envy,django\django\contrib\staticfiles\storage.py,load_manifest,469,484,2,"self=3,external=5",
fe_cand_501,feature_envy,django\django\core\management\commands\shell.py,add_arguments,20,45,2,"self=1,external=3",
fe_cand_502,feature_envy,django\django\core\management\commands\showmigrations.py,show_list,79,132,2,"self=8,external=10",
fe_cand_503,feature_envy,django\django\db\backends\mysql\creation.py,_execute_create_test_db,20,29,2,"self=1,external=3",
fe_cand_504,feature_envy,django\django\db\migrations\operations\special.py,database_forwards,32,40,2,"self=1,external=3",
fe_cand_505,feature_envy,django\django\db\migrations\operations\special.py,database_forwards,182,193,2,"self=2,external=4",
fe_cand_506,feature_envy,django\django\db\migrations\recorder.py,Migration,25,46,2,"self=2,external=4",
fe_cand_507,feature_envy,django\django\db\migrations\serializer.py,serialize,112,121,2,"self=1,external=3",
fe_cand_508,feature_envy,django\django\db\migrations\state.py,__init__,603,637,2,"self=6,external=8",
fe_cand_509,feature_envy,django\django\db\models\fields\__init__.py,_check_db_collation,1189,1209,2,"self=3,external=5",
fe_cand_510,feature_envy,django\django\db\models\fields\__init__.py,get_prep_value,1584,1602,2,"self=3,external=5",
fe_cand_511,feature_envy,django\django\db\models\fields\__init__.py,_check_db_collation,2386,2406,2,"self=3,external=5",
fe_cand_512,feature_envy,django\django\db\models\fields\__init__.py,get_db_prep_value,2674,2682,2,"self=1,external=3",
fe_cand_513,feature_envy,django\django\db\models\fields\__init__.py,to_python,2684,2695,2,"self=1,external=3",
fe_cand_514,feature_envy,django\django\db\models\fields\files.py,__get__,166,218,2,"self=9,external=11",
fe_cand_515,feature_envy,django\django\db\models\functions\mixins.py,as_postgresql,8,23,2,"self=2,external=4",
fe_cand_516,feature_envy,django\django\db\utils.py,_router_func,217,235,2,"self=1,external=3",
fe_cand_517,feature_envy,django\django\db\utils.py,allow_relation,240,251,2,"self=1,external=3",
fe_cand_518,feature_envy,django\django\forms\fields.py,to_python,470,481,2,"self=1,external=3",
fe_cand_519,feature_envy,django\django\forms\widgets.py,__add__,178,188,2,"self=4,external=6",
fe_cand_520,feature_envy,django\django\forms\widgets.py,__deepcopy__,632,637,2,"self=2,external=4",
fe_cand_521,feature_envy,django\django\middleware\common.py,process_response,100,115,2,"self=3,external=5",
fe_cand_522,feature_envy,django\django\template\base.py,__init__,664,710,2,"self=5,external=7",
fe_cand_523,feature_envy,django\django\template\base.py,get_nodes_by_type,984,996,2,"self=1,external=3",
fe_cand_524,feature_envy,django\django\urls\resolvers.py,match,306,318,2,"self=2,external=4",
fe_cand_525,feature_envy,django\django\utils\autoreload.py,watch_dir,285,297,2,"self=1,external=3",
fe_cand_526,feature_envy,django\django\utils\datastructures.py,__eq__,314,317,2,"self=1,external=3",
fe_cand_527,feature_envy,django\django\utils\dateformat.py,U,293,298,2,"self=1,external=3",
fe_cand_528,feature_envy,django\django\utils\translation\trans_real.py,update,103,111,2,"self=4,external=6",
fe_cand_529,feature_envy,django\django\views\i18n.py,get_plural,260,271,2,"self=1,external=3",
fe_cand_530,feature_envy,flask\src\flask\blueprints.py,open_resource,104,129,2,"self=1,external=3",
fe_cand_531,feature_envy,flask\src\flask\cli.py,parse_args,669,677,2,"self=1,external=3",
fe_cand_532,feature_envy,flask\src\flask\debughelpers.py,__init__,28,44,2,"self=1,external=3",
fe_cand_533,feature_envy,flask\src\flask\json\tag.py,to_json,125,128,2,"self=1,external=3",
fe_cand_534,feature_envy,flask\src\flask\templating.py,__init__,45,49,2,"self=1,external=3",
fe_cand_535,feature_envy,flask\src\flask\testing.py,invoke,275,298,2,"self=2,external=4",
fe_cand_536,feature_envy,requests\requests\sessions.py,rebuild_auth,283,301,2,"self=2,external=4",
fe_cand_537,feature_envy,requests\requests\sessions.py,rebuild_proxies,303,332,2,"self=1,external=3",
fe_cand_538,feature_envy,scikit-learn\asv_benchmarks\benchmarks\common.py,setup_cache,139,160,2,"self=4,external=6",
fe_cand_539,feature_envy,scikit-learn\examples\miscellaneous\plot_metadata_routing.py,predict,182,191,2,"self=1,external=3",
fe_cand_540,feature_envy,scikit-learn\examples\miscellaneous\plot_metadata_routing.py,predict,350,357,2,"self=1,external=3",
fe_cand_541,feature_envy,scikit-learn\sklearn\cluster\_bicluster.py,_svd,138,173,2,"self=10,external=12",
fe_cand_542,feature_envy,scikit-learn\sklearn\decomposition\_incremental_pca.py,transform,370,409,2,"self=2,external=4",
fe_cand_543,feature_envy,scikit-learn\sklearn\externals\_arff.py,_decode,771,876,2,"self=9,external=11",
fe_cand_544,feature_envy,scikit-learn\sklearn\externals\_packaging\version.py,__init__,292,319,2,"self=9,external=11",
fe_cand_545,feature_envy,scikit-learn\sklearn\gaussian_process\_gpc.py,log_marginal_likelihood,819,902,2,"self=6,external=8",
fe_cand_546,feature_envy,scikit-learn\sklearn\gaussian_process\kernels.py,__call__,1374,1419,2,"self=3,external=5",
fe_cand_547,feature_envy,scikit-learn\sklearn\linear_model\_logistic.py,score,2098,2143,2,"self=1,external=3",
fe_cand_548,feature_envy,scikit-learn\sklearn\manifold\_isomap.py,reconstruction_error,312,335,2,"self=2,external=4",
fe_cand_549,feature_envy,scikit-learn\sklearn\multioutput.py,predict,741,772,2,"self=6,external=8",
fe_cand_550,feature_envy,scikit-learn\sklearn\naive_bayes.py,_update_feature_log_prob,885,892,2,"self=2,external=4",
fe_cand_551,feature_envy,scikit-learn\sklearn\preprocessing\_label.py,inverse_transform,139,162,2,"self=2,external=4",
fe_cand_552,feature_envy,scikit-learn\sklearn\preprocessing\_polynomial.py,get_feature_names_out,265,302,2,"self=1,external=3",
fe_cand_553,feature_envy,scikit-learn\sklearn\random_projection.py,_compute_inverse_components,356,361,2,"self=1,external=3",
fe_cand_554,feature_envy,scikit-learn\sklearn\utils\_metadata_requests.py,_serialize,718,729,2,"self=1,external=3",
fe_cand_555,feature_envy,scikit-learn\sklearn\utils\deprecation.py,_decorate_fun,78,94,2,"self=2,external=4",
fe_cand_556,feature_envy,scikit-learn\sklearn\utils\deprecation.py,_decorate_property,96,105,2,"self=1,external=3",
fe_cand_557,feature_envy,scikit-learn\sklearn\utils\metaestimators.py,_set_params,53,72,2,"self=1,external=3",
fe_cand_558,feature_envy,scrapy\extras\qps-bench-server.py,_finish,52,55,2,"self=1,external=3",
fe_cand_559,feature_envy,scrapy\scrapy\contracts\__init__.py,from_spider,112,122,2,"self=2,external=4",
fe_cand_560,feature_envy,scrapy\scrapy\core\downloader\__init__.py,_download,190,223,2,"self=4,external=6",
fe_cand_561,feature_envy,scrapy\scrapy\core\downloader\handlers\http10.py,_connect,28,39,2,"self=3,external=5",
fe_cand_562,feature_envy,scrapy\scrapy\core\downloader\handlers\http2.py,download_request,100,112,2,"self=4,external=6",
fe_cand_563,feature_envy,scrapy\scrapy\core\http2\agent.py,request,132,142,2,"self=3,external=5",
fe_cand_564,feature_envy,scrapy\scrapy\crawler.py,_signal_kill,373,381,2,"self=1,external=3",
fe_cand_565,feature_envy,scrapy\scrapy\downloadermiddlewares\robotstxt.py,process_request,40,47,2,"self=2,external=4",
fe_cand_566,feature_envy,scrapy\scrapy\extensions\feedexport.py,__init__,128,138,2,"self=1,external=3",
fe_cand_567,feature_envy,scrapy\scrapy\extensions\httpcache.py,_compute_freshness_lifetime,170,199,2,"self=3,external=5",
fe_cand_568,feature_envy,scrapy\scrapy\extensions\httpcache.py,store_response,255,264,2,"self=3,external=5",
fe_cand_569,feature_envy,scrapy\scrapy\extensions\throttle.py,__init__,10,22,2,"self=5,external=7",
fe_cand_570,feature_envy,scrapy\scrapy\http\request\json_request.py,replace,46,56,2,"self=1,external=3",
fe_cand_571,feature_envy,scrapy\scrapy\linkextractors\lxmlhtml.py,_iter_links,69,77,2,"self=2,external=4",
fe_cand_572,feature_envy,scrapy\scrapy\linkextractors\lxmlhtml.py,extract_links,110,114,2,"self=1,external=3",
fe_cand_573,feature_envy,scrapy\scrapy\pipelines\files.py,stat_file,65,75,2,"self=1,external=3",
fe_cand_574,feature_envy,scrapy\scrapy\pipelines\files.py,_mkdir,81,86,2,"self=1,external=3",
fe_cand_575,feature_envy,scrapy\scrapy\resolver.py,resolveHostName,112,135,2,"self=1,external=3",
fe_cand_576,feature_envy,scrapy\scrapy\spiderloader.py,_load_spiders,55,58,2,"self=2,external=4",
fe_cand_577,feature_envy,scrapy\scrapy\spidermiddlewares\httperror.py,process_spider_input,30,46,2,"self=2,external=4",
